EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
25-08-2018 01:47:16.000                1.17200               -7.81900                1.30800
25-08-2018 01:47:32.000                1.18000               -7.82100                1.36800
25-08-2018 01:47:48.000                1.05800               -7.82100               0.879000
25-08-2018 01:48:04.000               0.756000               -7.86900               0.739000
25-08-2018 01:48:20.000               0.868000               -7.72600                1.31000
25-08-2018 01:48:36.000               0.955000               -7.73700                1.46400
25-08-2018 01:48:52.000               0.932000               -7.79000                1.27900
25-08-2018 01:49:08.000                1.10500               -7.80800                1.39600
25-08-2018 01:49:24.000                1.13900               -7.87200                1.60400
25-08-2018 01:49:40.000                1.45600               -7.72100                1.96400
25-08-2018 01:49:56.000                1.20200               -7.76100                1.81800
25-08-2018 01:50:12.000                1.16700               -7.65200                1.99900
25-08-2018 01:50:28.000               0.932000               -7.85300                1.53700
25-08-2018 01:50:44.000                1.06300               -7.75300                1.69100
25-08-2018 01:51:00.000               0.883000               -7.71900                1.69900
25-08-2018 01:51:16.000                1.01400               -7.74300                1.74900
25-08-2018 01:51:32.000                1.12200               -7.72300                1.73300
25-08-2018 01:51:48.000                1.04100               -7.68700                1.70900
25-08-2018 01:52:04.000               0.650000               -7.66600                1.91900
25-08-2018 01:52:20.000               0.383000               -7.72100                1.63800
25-08-2018 01:52:36.000               0.619000               -7.74800                1.59100
25-08-2018 01:52:52.000               0.871000               -7.76000                1.60200
25-08-2018 01:53:08.000               0.792000               -7.65600                1.48000
25-08-2018 01:53:24.000               0.347000               -7.75200                1.44800
25-08-2018 01:53:40.000               0.158000               -7.84300                1.33700
25-08-2018 01:53:56.000              -0.183000               -7.74900                1.18600
25-08-2018 01:54:12.000              0.0710000               -7.73800                1.31300
25-08-2018 01:54:28.000               0.250000               -7.71200                1.16200
25-08-2018 01:54:44.000               0.363000               -7.74400               0.991000
25-08-2018 01:55:00.000               0.360000               -7.71500                1.31300
25-08-2018 01:55:16.000               0.215000               -7.72500                1.15800
25-08-2018 01:55:32.000               0.321000               -7.58700                1.46400
25-08-2018 01:55:48.000               0.910000               -7.50300                1.69500
25-08-2018 01:56:04.000               0.635000               -7.57900                1.40300
25-08-2018 01:56:20.000               0.892000               -7.54800                1.32600
25-08-2018 01:56:36.000               0.637000               -7.54200                1.51800
25-08-2018 01:56:52.000               0.672000               -7.56900                1.50400
25-08-2018 01:57:08.000               0.538000               -7.58000                1.41300
25-08-2018 01:57:24.000               0.530000               -7.60700                1.36500
25-08-2018 01:57:40.000               0.842000               -7.56900                1.21300
25-08-2018 01:57:56.000               0.850000               -7.54100                1.22200
25-08-2018 01:58:12.000               0.843000               -7.51900                1.40800
25-08-2018 01:58:28.000               0.825000               -7.41800                1.62200
25-08-2018 01:58:44.000               0.732000               -7.56600               0.971000
25-08-2018 01:59:00.000               0.905000               -7.47800                1.20200
25-08-2018 01:59:16.000               0.856000               -7.49800                1.23000
25-08-2018 01:59:32.000               0.879000               -7.58500               0.918000
25-08-2018 01:59:48.000               0.842000               -7.63400               0.695000
25-08-2018 02:00:04.000               0.848000               -7.58100               0.755000
25-08-2018 02:00:20.000               0.911000               -7.56600               0.856000
25-08-2018 02:00:36.000               0.753000               -7.60700               0.955000
25-08-2018 02:00:52.000                1.35100               -7.55000               0.763000
25-08-2018 02:01:08.000                1.37400               -7.57600               0.787000
25-08-2018 02:01:24.000                1.33800               -7.62300               0.480000
25-08-2018 02:01:40.000               0.882000               -7.64700               0.340000
25-08-2018 02:01:56.000               0.841000               -7.67500               0.385000
25-08-2018 02:02:12.000                1.34400               -7.61600               0.542000
25-08-2018 02:02:28.000                1.31000               -7.59100               0.397000
25-08-2018 02:02:44.000                1.50500               -7.57500               0.634000
25-08-2018 02:03:00.000                1.18300               -7.65400               0.312000
25-08-2018 02:03:16.000                1.22500               -7.60200               0.242000
25-08-2018 02:03:32.000                1.21400               -7.58100               0.164000
25-08-2018 02:03:48.000                1.53100               -7.47200               0.482000
25-08-2018 02:04:04.000                1.79000               -7.36100               0.854000
25-08-2018 02:04:20.000                2.10500               -7.22500                1.17600
25-08-2018 02:04:36.000                2.10100               -7.18700                1.19200
25-08-2018 02:04:52.000                2.06300               -7.13900                1.36000
25-08-2018 02:05:08.000                2.05200               -7.23600                1.27600
25-08-2018 02:05:24.000                2.00400               -7.31200                1.19300
25-08-2018 02:05:40.000               0.954000               -7.49600               0.426000
25-08-2018 02:05:56.000                1.73500               -7.38800                1.28900
25-08-2018 02:06:12.000                1.33300               -7.50400               0.874000
25-08-2018 02:06:28.000                1.20100               -7.48400               0.820000
25-08-2018 02:06:44.000                1.20400               -7.48800               0.771000
25-08-2018 02:07:00.000                1.34100               -7.50800               0.832000
25-08-2018 02:07:16.000               0.971000               -7.61000               0.523000
25-08-2018 02:07:32.000                1.07100               -7.62600               0.524000
25-08-2018 02:07:48.000               0.931000               -7.62700               0.581000
25-08-2018 02:08:04.000               0.984000               -7.66400               0.692000
